trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 11.64008 4.5 0.55 0 -0.006558743 0.008328391 0.005668548 0.001393199 -0.01355031 1000 -0.008444216 0.0003154538 0.009322457 0.01261264 0.01136597 1000
2 0.3 -2.5 0.45 0 -0.01158603 -0.01192436 -0.01240793 -0.01249136 -0.01235653 1000 0.0002718017 0.0005364407 0.0003759679 0.0007452181 0.000485187 1000
3 20.58028 -3.5 0.45 0 -0.02215402 -0.02144619 -0.02262532 -0.02193812 -0.02165632 1000 0.004021181 0.00369406 0.004192468 0.004264197 0.004477447 1000
4 30.98052 -3.5 0.65 0 -0.01101996 -0.01078108 -0.01061082 -0.0110638 -0.01111115 1000 0.0012469 0.001275802 0.001110568 0.0009744926 0.001576557 1000
5 0.28 2.5 0.65 0 -0.01266806 -0.0127158 -0.01276076 -0.01269076 -0.01331348 1000 -0.002953113 -0.002776997 -0.002851598 -0.003186557 -0.00326371 1000
6 0.58 3.5 0.65 0 -0.01853767 -0.01898586 -0.01809864 -0.01783253 -0.01749455 1000 -0.004326679 -0.00572039 -0.003546777 -0.004314672 -0.004980742 1000
7 0.24 4.5 0.45 0 -0.01887021 -0.01859052 -0.01799351 -0.01786077 -0.01813928 1000 -0.006745125 -0.007392954 -0.007527072 -0.007448767 -0.007574035 1000
8 0.7599998 -4.5 0.65 0 -0.02032243 -0.02054402 -0.0211217 -0.02097648 -0.02083175 1000 -0.006687903 -0.006867576 -0.005822835 -0.006519165 -0.006649176 1000
9 0.4 -3.5 0.55 0 -0.01279923 -0.009688347 -0.01092624 -0.01163702 -0.0116932 1000 -0.003071003 -0.001290596 -0.005247144 -0.004962722 -0.003093309 1000
10 0.4800001 3.5 0.55 0 -0.01943461 -0.0201298 -0.01987994 -0.01972411 -0.02005767 1000 -0.005695341 -0.005902892 -0.005589549 -0.005780526 -0.006104533 1000
11 0.6799999 -4.5 0.55 0 -0.02074068 -0.02079992 -0.02010783 -0.02009855 -0.02083339 1000 -0.00633153 -0.006084163 -0.005736591 -0.005731332 -0.005592657 1000
12 0.4 3.5 0.45 0 -0.02393804 -0.02368665 -0.0238647 -0.02420146 -0.02279642 1000 -0.004051531 -0.003501682 -0.00406331 -0.003867323 -0.004570132 1000
13 0.6599999 4.5 0.65 0 -0.02070313 -0.01586542 -0.01610772 -0.01661031 -0.01617662 1000 -0.00370374 -0.002787377 -0.002541535 -0.002794935 -0.002493442 1000
14 0.4600001 -2.5 0.65 0 -0.02126496 -0.02159886 -0.02187252 -0.02178689 -0.02189604 1000 -0.002046183 -0.002526335 -0.002464792 -0.002728607 -0.002712943 1000
15 0.4800001 2.5 0.45 0 -0.02250782 -0.02239871 -0.02244297 -0.02194475 -0.02212721 1000 -0.003292765 -0.003269122 -0.003420842 -0.003848866 -0.004022842 1000
16 0.38 2.5 0.55 0 -0.02324019 -0.02305395 -0.0228317 -0.02293298 -0.0232849 1000 -0.003128344 -0.002929927 -0.00283745 -0.003495328 -0.003452365 1000
17 0.6 -2.5 0.55 0 -0.0220205 -0.02361665 -0.02362873 -0.02292234 -0.02308416 1000 -0.003764303 -0.002455174 -0.002311888 -0.003193208 -0.003068131 1000
18 0.54 -4.5 0.45 0 -0.02347657 -0.02328759 -0.02271947 -0.02313352 -0.0228475 1000 -0.003841229 -0.003598396 -0.003549007 -0.003992687 -0.003481742 1000

