trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 4.119997 -2.5 0.55 0 -0.01703677 -0.01514736 -0.01344217 -0.01821074 -0.01867505 1000 0.01267347 0.009717374 0.006467604 0.007325904 0.009583174 1000
2 22.62033 4.5 0.45 0 -0.02352991 -0.0224122 -0.02148572 -0.02211884 -0.02253608 1000 0.003705868 0.003971449 0.003657927 0.003827952 0.003421608 1000
3 2.619998 4.5 0.55 0 -0.020196 -0.02063647 -0.02096035 -0.02100125 -0.02022359 1000 0.0001378048 5.200514E-05 -0.0005013308 -0.0002873643 -0.0001753029 1000
4 0.3 -4.5 0.55 0 -0.02067668 -0.02092856 -0.02056729 -0.02082921 -0.02104586 1000 -0.002879647 -0.002695389 -0.002582246 -0.002540485 -0.002605701 1000
5 0.36 2.5 0.45 0 -0.02010993 -0.02068972 -0.02075634 -0.02020945 -0.02060669 1000 -0.002769483 -0.003060542 -0.003343214 -0.003581579 -0.002920703 1000
6 0.54 3.5 0.65 0 -0.01978121 -0.01973217 -0.01937191 -0.01954947 -0.01937097 1000 -0.003005913 -0.002863524 -0.003017853 -0.003225913 -0.003006489 1000
7 16.46019 2.5 0.55 0 -0.02031841 -0.02066969 -0.02035959 -0.02010841 -0.0199726 1000 -0.003300214 -0.003554152 -0.003684034 -0.003494209 -0.003535248 1000
8 0.9599996 2.5 0.65 0 -0.01720344 -0.01710198 -0.01781929 -0.01743853 -0.01709558 1000 -6.913483E-05 -0.0004284701 -0.001060916 -0.0007844751 4.401564E-05 1000
9 0.7599998 -3.5 0.65 0 -0.01648441 -0.01641669 -0.01611374 -0.01591074 -0.01607708 1000 -0.0007785169 -0.0009293218 -0.0006445567 -0.0005113008 -0.001073136 1000
10 0.7199998 3.5 0.45 0 -0.01594265 -0.01588833 -0.0155055 -0.01555224 -0.01530982 1000 -0.000228758 -0.0005650368 -0.0004039537 -0.0003063315 -0.0003768692 1000
11 0.2 -4.5 0.45 0 -0.01546888 -0.01504641 -0.01459967 -0.0134285 -0.0130748 1000 -0.001630375 -0.00135321 -0.002457459 -0.00308537 -0.002813031 1000
12 0.36 -2.5 0.65 0 -0.01177315 -0.01202552 -0.01202767 -0.01280017 -0.01302299 1000 -0.003725821 -0.004049792 -0.003215396 -0.003749312 -0.003086762 1000
13 0.6 -3.5 0.55 0 -0.0126924 -0.01276863 -0.0123037 -0.0124159 -0.0127436 1000 -0.003478572 -0.003268492 -0.003634661 -0.003706035 -0.003837234 1000
14 0.5000001 -2.5 0.45 0 -0.01301302 -0.01351861 -0.01325442 -0.0131642 -0.01286566 1000 -0.003886887 -0.003866454 -0.003600271 -0.003321512 -0.003639242 1000
15 0.32 -4.5 0.65 0 -0.01383198 -0.01363107 -0.01384662 -0.01417958 -0.01391067 1000 -0.003613003 -0.003521355 -0.003729636 -0.003463929 -0.003574251 1000
16 0.9199997 4.5 0.65 0 -0.01446582 -0.01424662 -0.0144883 -0.01418714 -0.01456115 1000 -0.003768919 -0.003476585 -0.003193907 -0.003523582 -0.003318921 1000
17 0.56 -3.5 0.45 0 -0.01554862 -0.01579128 -0.01586368 -0.01514587 -0.01557543 1000 -0.00127178 -0.0009022527 -0.0008729987 -0.0007543222 -0.0007938169 1000
18 0.5000001 3.5 0.55 0 -0.01536184 -0.01527391 -0.01521418 -0.01497206 -0.01490687 1000 -6.627363E-05 4.071702E-05 5.128003E-05 0.0002937666 0.001149545 1000

