subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 17 1 1 6 7.98 1.29999709129334 0 1 1 1 -0.008936424 -0.008545072 -0.008534611 -0.008389196 -0.007882451 1000 -0.008936424 -0.008545072 -0.008534611 -0.008389196 -0.007882451 1000 -0.007373305 -0.007675759 -0.007584685 -0.007319747 -0.00760918 1000 -0.007373305 -0.007675759 -0.007584685 -0.007319747 -0.00760918 1000
lala 1 1.2 1 first 7 1 2 4 5.32 0.879997491836548 1 1 1 1 -0.007780232 -0.00776878 -0.008148731 1000 1000 1000 -0.007780232 -0.00776878 -0.008148731 1000 1000 1000 -0.008282064 -0.008137396 -0.008529025 -0.008315589 -0.00801492 1000 -0.008282064 -0.008137396 -0.008529025 -0.008315589 -0.00801492 1000
lala 1 1.2 1 first 16 1 3 6 3.96 1.87999677658081 0 0 1 1 -0.007178466 -0.00734001 -0.007239516 1000 1000 1000 -0.007178466 -0.00734001 -0.007239516 1000 1000 1000 -0.008306592 -0.008189959 -0.007865982 -0.007893023 -0.007400478 1000 -0.008306592 -0.008189959 -0.007865982 -0.007893023 -0.007400478 1000
lala 1 1.2 0 first 12 1 4 4 2.64 0.319998025894165 0 0 -1 1 -0.00752405 -0.006931495 -0.006921893 1000 1000 1000 -0.00752405 -0.006931495 -0.006921893 1000 1000 1000 -0.007214291 -0.007031566 -0.007302382 -0.007191486 -0.007064903 1000 -0.007214291 -0.007031566 -0.007302382 -0.007191486 -0.007064903 1000
lala 2 1.2 1 second 17 1 5 6 6.780001 0.499997854232788 0 1 1 1 -0.006342121 -0.005962599 -0.006027388 -0.005833523 -0.005663727 1000 -0.006342121 -0.005962599 -0.006027388 -0.005833523 -0.005663727 1000 -0.006422813 -0.006474965 -0.006201766 -0.006655606 -0.006356061 1000 -0.006422813 -0.006474965 -0.006201766 -0.006655606 -0.006356061 1000
lala 1 1.2 1 second 15 1 6 5 6.65 0.499997854232788 0 1 1 0 -0.004973764 -0.005090802 -0.00482676 -0.005004954 -0.005469723 1000 -0.004973764 -0.005090802 -0.00482676 -0.005004954 -0.005469723 1000 -0.005728283 -0.005205272 -0.005367123 -0.00526811 -0.00486707 1000 -0.005728283 -0.005205272 -0.005367123 -0.00526811 -0.00486707 1000
lala 1 1.2 0 first 2 1 7 5 3.3 1.15999722480774 -1 0 -1 1 -0.003787156 -0.003773507 -0.004069243 1000 1000 1000 -0.003787156 -0.003773507 -0.004069243 1000 1000 1000 -0.00408707 -0.004402146 -0.004609628 -0.004374397 -0.004302951 1000 -0.00408707 -0.004402146 -0.004609628 -0.004374397 -0.004302951 1000
lala 1 1.2 1 second 9 1 8 5 6.65 0.459997892379761 1 1 1 0 -0.003777628 -0.003973861 -0.003542423 -0.003811212 -0.00360365 1000 -0.003777628 -0.003973861 -0.003542423 -0.003811212 -0.00360365 1000 -0.003192551 -0.003072532 -0.003573839 -0.003364094 -0.003211476 1000 -0.003192551 -0.003072532 -0.003573839 -0.003364094 -0.003211476 1000
lala 2 1.2 1 first 16 1 9 6 2.76 1.93999671936035 0 0 1 0 -0.002056287 -0.001774479 -0.001932759 1000 1000 1000 -0.002056287 -0.001774479 -0.001932759 1000 1000 1000 -0.002247173 -0.002029743 -0.002164857 -0.001940729 -0.001967539 1000 -0.002247173 -0.002029743 -0.002164857 -0.001940729 -0.001967539 1000
lala 2 1.2 1 second 7 1 10 4 4.12 0.799997568130493 1 1 1 1 0.0001037308 -1.177242E-05 0.0006437833 0.0004535449 0.000343825 1000 0.0001037308 -1.177242E-05 0.0006437833 0.0004535449 0.000343825 1000 0.001999417 0.001979783 0.001838189 0.002008216 0.001255784 1000 0.001999417 0.001979783 0.001838189 0.002008216 0.001255784 1000
lala 2 1.2 1 second 12 1 11 4 3.84 1.79999685287476 0 0 1 1 0.002703265 0.002812702 0.002789532 0.003078222 0.003108776 1000 0.002703265 0.002812702 0.002789532 0.003078222 0.003108776 1000 0.002842205 0.003015152 0.002539868 0.002548026 0.002897882 1000 0.002842205 0.003015152 0.002539868 0.002548026 0.002897882 1000
lala 3 1.2 0 first 12 1 12 4 2.64 0.339998006820679 0 0 -1 1 0.007157269 0.008611599 0.01015539 1000 1000 1000 0.007157269 0.008611599 0.01015539 1000 1000 1000 0.01275403 0.01284134 0.01252576 0.01366598 0.01561963 1000 0.01275403 0.01284134 0.01252576 0.01366598 0.01561963 1000
lala 2 1.2 1 first 9 1 13 5 5.45 1.81999683380127 1 1 1 0 0.01402961 0.01206374 0.01023802 1000 1000 1000 0.01402961 0.01206374 0.01023802 1000 1000 1000 -0.002657135 -0.003600183 -0.003074831 -0.003179953 -0.002976308 1000 -0.002657135 -0.003600183 -0.003074831 -0.003179953 -0.002976308 1000
lala 3 1.2 1 second 17 1 14 6 5.580001 1.15999722480774 0 1 1 0 -0.004313136 -0.003817041 -0.00428253 -0.003433425 -0.003078824 1000 -0.004313136 -0.003817041 -0.00428253 -0.003433425 -0.003078824 1000 -0.001287319 -0.001063722 -0.001258952 -0.001275817 -0.001134727 1000 -0.001287319 -0.001063722 -0.001258952 -0.001275817 -0.001134727 1000
lala 4 1.2 1 second 17 1 15 6 4.380001 0.499997854232788 0 1 1 1 0.0008769099 0.00108183 0.0007240553 0.0001081884 5.155127E-05 1000 0.0008769099 0.00108183 0.0007240553 0.0001081884 5.155127E-05 1000 -0.0003456819 -0.0003902864 -0.0003136708 -0.0005724739 0.0001124024 1000 -0.0003456819 -0.0003902864 -0.0003136708 -0.0005724739 0.0001124024 1000
