trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 1.919999 3.5 0.45 0 -0.008897257 -0.006297434 -0.00285575 -0.002023919 -0.002083253 1000 0.01799198 0.009081405 -0.0004857212 0.0007745582 0.00239307 1000
2 0.3 -4.5 0.45 0 0.009337534 0.00921376 0.009879814 0.01044886 0.01148268 1000 0.003254843 0.003087858 0.003871192 0.003274475 0.002816627 1000
3 0.8199998 2.5 0.55 0 0.01449711 0.01466929 0.01468368 0.01496291 0.01418728 1000 0.00172886 0.001739337 0.001373917 0.001743693 0.001724428 1000
4 14.32014 4.5 0.65 0 0.01379913 0.01399891 0.01428788 0.01375633 0.01412803 1000 0.003461867 0.003128235 0.003446554 0.002820883 0.003496391 1000
5 48.72092 -3.5 0.55 0 -0.006474784 -0.009313429 -0.0147767 -0.01781622 -0.0160659 1000 0.003352416 0.002636111 0.0005381375 0.001549793 0.003937472 1000
6 17.0602 3.5 0.55 0 0.0001046779 0.0002500395 0.0003907566 0.0006929289 4.996245E-05 1000 0.003356462 0.003334438 0.003574769 0.004171985 0.003775205 1000
7 0.4600001 4.5 0.45 0 -0.0101333 -0.01094617 -0.01058595 -0.01110232 -0.01139297 1000 0.006643084 0.00659103 0.007155804 0.007351835 0.007945031 1000
8 0.4600001 2.5 0.45 0 -0.01600268 -0.01472125 -0.01517785 -0.01478097 -0.01490555 1000 0.01715408 0.01303607 0.01321388 0.01399056 0.01359963 1000
9 0.58 -2.5 0.55 0 -0.02453667 -0.02528639 -0.0257768 -0.02713453 -0.02830613 1000 0.01646833 0.01633537 0.01702838 0.01685933 0.01678123 1000
10 0.12 -3.5 0.45 0 -0.02195904 -0.02022245 -0.01919721 -0.01906488 -0.01769972 1000 -0.002351384 -0.001022649 -0.001054227 -0.0009995651 -0.001570091 1000
11 0.7799998 -4.5 0.65 0 -0.01514525 -0.01494274 -0.01408163 -0.01280805 -0.01339328 1000 -0.002411288 -0.002493759 -0.002145177 -0.001378321 -0.00220268 1000
12 8.340001 -2.5 0.45 0 -0.0123732 -0.01187288 -0.01247285 -0.01246745 -0.01254898 1000 -0.00279302 -0.001959158 -0.001867421 -0.001657523 -0.001187159 1000
13 0.6 -3.5 0.65 0 -0.004099558 -0.004746071 -0.004598809 -0.004735705 -0.004877197 1000 0.008471298 0.007819878 0.008703286 0.008585909 0.008540884 1000
14 0.6399999 4.5 0.55 0 -0.002919225 -0.003665691 -0.003130513 -0.002982312 -0.002421462 1000 0.01051153 0.01003202 0.01045895 0.009878864 0.009879218 1000
15 0.56 -4.5 0.55 0 -0.001376625 -0.001271869 -0.001437807 -0.001133293 -0.001319007 1000 0.01038032 0.01056959 0.01071653 0.01068356 0.01045557 1000
16 0.4400001 -2.5 0.65 0 8.017256E-05 -0.0005001425 -0.0002329308 0.0004057761 0.0009058533 1000 0.01173297 0.01127648 0.01216536 0.01160545 0.01144771 1000
17 0.6999999 3.5 0.65 0 0.0004788714 0.0002687471 0.0004953794 0.001175906 0.0005802386 1000 0.01228847 0.01232246 0.01224719 0.01268755 0.01190604 1000
18 1.04 2.5 0.65 0 0.0004436364 0.0002031356 0.0008225191 0.001194767 0.001333552 1000 0.01150081 0.01149595 0.01141767 0.0112933 0.01069554 1000

