trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 9.300023 -3.5 0.45 0 -0.01741911 -0.009413445 -0.003015078 -0.004026668 -0.004558022 1000 0.00416813 0.004465469 0.005588663 0.0050038 0.002361979 1000
2 0.34 -4.5 0.65 0 0.0175458 0.01715565 0.01726337 0.01744931 0.01856575 1000 0.019707 0.01853001 0.01940172 0.01950786 0.01789341 1000
3 0.24 4.5 0.55 0 0.01407427 0.01380861 0.01300984 0.01413841 0.01452906 1000 0.015295 0.01506621 0.01586489 0.0148863 0.01361177 1000
4 0.09999999 3.5 0.45 0 0.008051242 0.006137638 0.00452467 0.004974868 0.006217105 1000 0.01746392 0.01708586 0.01761432 0.01805271 0.01645656 1000
5 0.24 2.5 0.45 0 0.004552385 0.004512185 0.004452153 0.003788104 0.00401693 1000 0.01905203 0.01952549 0.01855452 0.01923337 0.01963715 1000
6 0.18 -4.5 0.55 0 0.0001332645 -0.0009502335 -0.001123464 -0.0009158724 -0.001180236 1000 0.01705873 0.01664424 0.01602361 0.01442974 0.01400013 1000
7 13.22011 -2.5 0.65 0 -0.007077207 -0.007588635 -0.008753455 -0.008438081 -0.008202051 1000 0.005966685 0.004965358 0.005653899 0.005510698 0.004986634 1000
8 0.12 4.5 0.45 0 0.001656908 0.00228375 0.002512885 0.002504802 0.003443697 1000 0.00413575 0.003075711 0.003563155 0.003784947 0.004711881 1000
9 2.459998 3.5 0.55 0 0.003758213 0.003859745 0.00354598 0.003277538 0.003437261 1000 0.006344265 0.005786598 0.00618452 0.005472418 0.00581989 1000
10 0.26 2.5 0.65 0 0.004341118 0.004640784 0.005477426 0.005723591 0.005886244 1000 0.004462737 0.004742626 0.00366437 0.003051401 0.00438158 1000
11 0.22 2.5 0.55 0 0.003458719 0.002689484 0.003252687 0.003942936 0.003534773 1000 0.005895135 0.005514342 0.006847629 0.006420328 0.005357536 1000
12 0.7199998 -3.5 0.65 0 0.002522202 0.002642245 0.002418483 0.002710777 0.004137456 1000 0.004519384 0.003715742 0.004451144 0.004763893 0.003701396 1000
13 0.3 -2.5 0.55 0 -0.0007930428 -0.0006566026 -0.004056059 -0.00193403 0.00071325 1000 -0.004121741 -0.004758326 -0.004275538 -0.005119493 -0.009510117 1000
14 0.56 -3.5 0.55 0 -0.003754843 -0.003421534 -0.00371199 -0.003896496 -0.003807074 1000 -0.01068615 -0.01070612 -0.01075397 -0.01089777 -0.009973088 1000
15 0.7399998 3.5 0.65 0 -0.00490029 -0.004268358 -0.004760825 -0.005252337 -0.004997945 1000 -0.01483969 -0.01489852 -0.01329941 -0.01393599 -0.01337355 1000
16 0.6999999 4.5 0.65 0 -0.008308026 -0.007966953 -0.006972564 -0.006553797 -0.006358678 1000 -0.009193548 -0.009116538 -0.00939848 -0.009508197 -0.01091723 1000
17 0.4 -2.5 0.45 0 -0.01123403 -0.0113569 -0.01093886 -0.01022885 -0.009725197 1000 -0.007655053 -0.008195857 -0.00839488 -0.009674118 -0.01056428 1000
18 0.4 -4.5 0.45 0 -0.01068512 -0.01078458 -0.01101921 -0.0112289 -0.0117047 1000 -0.01124427 -0.01119902 -0.01043146 -0.0119675 -0.01127757 1000

