subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 0 1 1 3 3.99 3.49999523162842 0 1 1 0 -0.002916482 -0.003472233 -0.006913054 -0.007094222 -0.006825121 1000 0.002535464 0.00309378 0.004613059 0.006221465 0.004656745 1000 -0.01333008 -0.01387889 -0.01316695 -0.01253118 -0.01221204 1000 0.002302355 0.003417519 -0.01316695 0.004484511 0.004840784 1000
lala 2 1.2 1 second 0 1 2 3 2.79 0.479997873306274 0 1 1 1 -0.01187862 -0.01205903 -0.01238624 -0.013585 -0.0144022 1000 0.008671029 0.008685107 0.009482946 0.009256585 0.01128936 1000 -0.016516 -0.01675337 -0.01713486 -0.01742365 -0.01782909 1000 0.01457547 0.01448653 -0.01713486 0.01506913 0.01547195 1000
lala 3 1.2 1 second 0 1 3 3 1.59 0.39999794960022 0 1 1 0 -0.02180851 -0.02178978 -0.02128159 -0.02084358 -0.0203342 1000 0.01785019 0.01952313 0.01974529 0.0189299 0.0179847 1000 -0.0283118 -0.0285701 -0.02726704 -0.02652985 -0.02665712 1000 0.005645941 0.005877703 -0.02726704 0.004550437 0.004405969 1000
lala 4 1.2 0 first 0 1 4 3 0.99 0.61999773979187 0 1 -1 0 -0.01342919 -0.01331727 -0.01363256 -0.01364537 -0.01318026 1000 0.003699322 0.00370246 0.004052681 0.003535431 0.004058938 1000 -0.01237684 -0.01235121 -0.01283881 -0.01293865 -0.01317372 1000 0.005676961 0.005104294 -0.01283881 0.005592395 0.005558001 1000
lala 5 0.6 0 first 0 1 5 3 1.59 0.439997911453247 0 1 -1 0 -0.0123012 -0.01148589 -0.01124137 -0.01029256 -0.009525917 1000 0.01081019 0.010501 0.01000445 0.01094363 0.01078264 1000 -0.01226362 -0.0119903 -0.01192497 -0.01169686 -0.01182433 1000 0.01503931 0.01492107 -0.01192497 0.01451298 0.01394366 1000
lala 6 0.6 0 first 0 1 6 3 2.19 0.539997816085815 0 1 -1 0 -0.01240474 -0.01230634 -0.01158351 -0.01148266 -0.01175024 1000 0.01520786 0.01614488 0.01549082 0.01487228 0.01558407 1000 -0.0135956 -0.01352279 -0.01291679 -0.0122131 -0.01199273 1000 0.01604124 0.01641853 -0.01291679 0.0152351 0.01481435 1000
lala 7 0.6 1 second 0 1 7 3 2.79 0.319998025894165 0 1 1 0 -0.017222 -0.01470967 -0.01347372 -0.01356065 -0.01307261 1000 0.01718052 0.01665113 0.01580668 0.01602185 0.01614372 1000 -0.01527793 -0.01538258 -0.01444807 -0.01360004 -0.01347475 1000 0.01726353 0.01731853 -0.01444807 0.0172926 0.01688995 1000
lala 8 0.3 1 second 0 1 8 3 2.49 0.499997854232788 0 1 1 1 -0.01695777 -0.01681236 -0.01752273 -0.01806352 -0.01778811 1000 0.02059896 0.02089668 0.02069321 0.02184514 0.0224647 1000 -0.01552818 -0.01551998 -0.01570666 -0.01656888 -0.01616892 1000 0.02161759 0.02195275 -0.01570666 0.02142247 0.02201721 1000
lala 9 0.3 1 second 0 1 9 3 2.19 0.39999794960022 0 1 1 0 -0.006485377 -0.005987695 -0.006196963 -0.007323601 -0.00747779 1000 0.01358692 0.01281842 0.01382657 0.01378507 0.01406066 1000 -0.007612193 -0.007942111 -0.007879558 -0.008160921 -0.008112889 1000 0.01573894 0.01467974 -0.007879558 0.01533155 0.0155102 1000
lala 10 0.3 0 first 0 1 10 3 1.89 1.0999972820282 0 1 -1 0 -0.006272244 -0.00568088 -0.005449288 -0.005462568 -0.00506959 1000 -0.005772011 -0.007299456 -0.00759581 -0.008487412 -0.008082897 1000 -0.004030318 -0.004123624 -0.003879586 -0.004159743 -0.004735742 1000 -0.008033923 -0.008489861 -0.003879586 -0.008614835 -0.007853936 1000
