subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 0 1 1 3 3.99 0.659997701644897 0 1 1 1 0.009445499 0.009658809 0.01031817 0.01109186 0.01212939 1000 -0.002166533 -0.005454022 -0.006968278 -0.005951923 -0.005122682 1000 0.01168841 0.01120999 0.01148898 0.01145144 0.01209382 1000 -0.006545288 -0.007001584 0.01148898 -0.008000821 -0.007865868 1000
lala 2 1.2 1 second 0 1 2 3 2.79 0.339998006820679 0 1 1 0 0.008613693 0.008305097 0.007698282 0.007921051 0.008139064 1000 -0.01135115 -0.01145512 -0.01176163 -0.01198819 -0.01217205 1000 0.006721491 0.007626055 0.007609142 0.007280402 0.006786007 1000 -0.01263598 -0.01266478 0.007609142 -0.01262702 -0.01310539 1000
lala 3 1.2 0 second 0 1 3 3 1.59 0.679997682571411 0 1 -1 0 0.005412873 0.005229579 0.004980422 0.004762868 0.004928116 1000 -0.01385083 -0.01388453 -0.01386362 -0.01404108 -0.01421747 1000 0.005035329 0.004672401 0.005951235 0.005932726 0.005360136 1000 -0.01440699 -0.01461451 0.005951235 -0.01435332 -0.01432654 1000
lala 4 1.2 1 second 0 1 4 3 2.79 0.779997587203979 0 1 1 0 0.004643922 0.004335194 0.004880434 0.004488424 0.003669498 1000 -0.01396449 -0.01452423 -0.01472353 -0.01476053 -0.01463407 1000 0.007454139 0.007702012 0.007997413 0.007724154 0.00760285 1000 -0.01550533 -0.01517599 0.007997413 -0.01451532 -0.01447079 1000
lala 5 0.6 0 second 0 1 5 3 2.19 0.39999794960022 0 1 -1 0 0.02236547 0.02284029 0.02336685 0.02268067 0.02129951 1000 -0.003929532 -0.004613099 -0.004293429 -0.004544666 -0.005351822 1000 0.01886034 0.01884447 0.0184517 0.01813825 0.01770182 1000 -0.01138671 -0.01232399 0.0184517 -0.01259936 -0.01248486 1000
lala 6 0.3 1 second 0 1 6 3 2.49 0.139998197555542 0 1 1 1 0.0132441 0.01241231 0.01204503 0.01181951 0.01269776 1000 -0.01493307 -0.01477843 -0.01499546 -0.01494812 -0.0146075 1000 0.01153719 0.01144786 0.0110396 0.01148389 0.01143729 1000 -0.01704849 -0.01695805 0.0110396 -0.01669445 -0.01750843 1000
lala 7 0.15 0 second 0 1 7 3 2.34 0.479997873306274 0 1 -1 1 0.006929299 0.006636855 0.006678498 0.006589969 0.007930195 1000 -0.0183749 -0.01828652 -0.01834306 -0.01856478 -0.0183673 1000 0.003122105 0.002906768 0.003618697 0.003059264 0.002652576 1000 -0.01639236 -0.01660608 0.003618697 -0.01651478 -0.01646307 1000
lala 8 0.075 1 first 0 1 8 3 2.415 0.279998064041138 0 1 1 1 0.002555674 0.002429199 0.002210965 0.002393938 0.002724861 1000 -0.01717955 -0.01709978 -0.01710744 -0.01757497 -0.01762821 1000 0.002256808 0.001923897 0.002514856 0.002135362 0.001993658 1000 -0.01731874 -0.01750199 0.002514856 -0.01756654 -0.01783224 1000
lala 9 0.0375 0 second 0 1 9 3 2.3775 0.359997987747192 0 1 -1 1 0.002703617 0.004667963 0.005307978 0.004298576 0.003740325 1000 -0.01739788 -0.01744999 -0.01798507 -0.01763604 -0.017345 1000 0.003450045 0.003304047 0.003924624 0.003890147 0.004274353 1000 -0.01765372 -0.01737675 0.003924624 -0.01728959 -0.01706054 1000
lala 10 0.01875 0 second 0 1 10 3 2.39625 0.639997720718384 0 1 -1 0 0.008817472 0.007790429 0.007336437 0.007188103 0.007251432 1000 -0.003584489 -0.005511681 -0.007319185 -0.008753108 -0.008679798 1000 0.006472806 0.007303033 0.008472385 0.008361503 0.008068276 1000 -0.01506583 -0.01558471 0.008472385 -0.01550794 -0.01596608 1000
